GENE	RNAseH-Rep1	RNAseH-Rep2	RNAseH-Rep3	PolyA-Rep3	RZ-Rep1	RZ-Rep2	RZ-Rep3
FBgn0004514		0.336874	0.343172	0.302527	0.24	0.29031	0.306015	0.325169
FBgn0001491		67.923	76.9165	70.9414	105.308	90.04	99.3411	97.7709
FBgn0036831		0.0650615	0	0	0	0	0	0
FBgn0262473		168.251	174.714	162.011	113.317	141.546	153.995	152.733
FBgn0036832		0	0	0	0	0	0.0710595	0
FBgn0004516		0.051954	0.0529265	0.0799849	0.0185069	0	0.0397436	0.0235998
FBgn0036833		0.0648884	0.122033	0.0665985	0.0462286	0.210522	0.0458185	0
FBgn0262475		9.32365	9.57276	9.82886	10.0698	4.92144	5.35013	5.45583
FBgn0040350		3.20395	3.62215	3.529	2.5888	2.28179	3.1683	3.26571
FBgn0036834		2.31002	2.55497	1.6935	2.11594	2.24837	2.37298	2.2785
FBgn0262476		9.94325	10.6215	10.8047	9.20268	6.07691	6.52165	5.74965
FBgn0040351		1.47686	1.56109	1.58419	1.42342	0.899337	0.894227	0.960387
FBgn0036835		0	0	0	0	0	0	0
FBgn0262477		0.0328457	0	0.0674226	0.0466581	0	0	0
FBgn0040352		0.409568	0.521544	0.105091	0.145895	0	0.156655	0.0930219
FBgn0036836		0.197874	0.26877	0.270785	0.258448	0.26749	0.201825	0.419453
FBgn0035056		0	0.206103	0.103824	0	0.0410243	0.193459	0.0919008
FBgn0262478		0	0	0	0	0	0	0
FBgn0040353		0.565571	0.576157	0.580476	0	0.0655329	0.247228	0
FBgn0036837		88.6345	87.1941	85.7844	89.8375	72.0908	74.7104	73.8616
FBgn0035057		0.643569	0.298007	0.66053	0.166727	0.23727	0.313292	0.318913
FBgn0262479		1.01437	1.3778	1.0411	0	1.09699	0.258655	0.614358
FBgn0085290		40.9906	47.0524	44.1204	59.6867	58.0939	67.9713	65.4884
FBgn0040354		0.447471	0.716331	0.262626	0.0455419	0.103966	0.0979056	0.0582285
FBgn0036838		50.6365	50.4223	50.4836	52.3727	54.4464	57.2195	56.2603
FBgn0040355		0.554652	0.904055	0.934888	0	0.402988	0.339436	0.150459
FBgn0036839		0	0.0450212	0.136076	0	0.0716908	0	0
FBgn0035059		42.4849	42.7801	42.0372	45.3043	43.1735	39.5089	42.0652
FBgn0085292		0.820119	0	0	0	0	0	0
FBgn0040356		0.382284	0.29208	0.392359	0	0.155034	0.146219	0.086825
FBgn0085293		1.51417	1.93566	1.95011	0.269686	1.14575	1.59267	1.62283
FBgn0040357		0.473132	0.120497	0.607002	0.252806	0.575632	0.361936	0.107459
FBgn0085294		0	0	0	0.195458	0	0	0
FBgn0040358		0.184563	0.219354	0.189427	0.0219148	0.0249497	0.0470622	0.0558911
FBgn0026320		0.095947	0	0	0	0	0.293589	0.0871666
FBgn0085295		0	0	0	0	0	0	0
FBgn0040359		0.759842	0.774065	1.01983	0.666261	0.450375	0.380056	0.451354
FBgn0266363		0	0	0	0	0	0	0
FBgn0085296		1.64897	2.51975	1.26932	0	1.0031	0.787365	1.87258
FBgn0266364		0	0	0	0	0	0	0
FBgn0085297		1.66618	0.424343	2.56514	0	0.337857	0.797654	0.756852
FBgn0026323		45.9759	44.4032	47.0802	45.167	34.7815	38.3821	37.1047
FBgn0085298		3.02492	2.27061	2.61444	0.340272	1.42044	2.07042	1.44637
FBgn0031620		0	0	0	0	0	0	0
FBgn0026324		58.1962	53.4813	68.5014	63.3511	85.4927	78.9196	84.1121
FBgn0031621		0.117482	0	0	0.0418491	0.142934	0	0.106731
FBgn0005386		69.1556	61.623	62.6286	48.6575	29.2842	35.906	33.0419
FBgn0031622		0.0985688	0	0.101166	0.0702237	0	0.113104	0
FBgn0026326		52.7587	53.0609	52.2821	59.319	43.2636	44.7109	43.4162
FBgn0031623		2.62266	1.90839	3.07632	3.60348	4.25444	3.86924	3.2336
FBgn0266369		30.236	29.9009	29.2721	37.7543	25.2634	27.641	25.7644
FBgn0031626		0	0	0	0	0	0	0
FBgn0031627		0.0592062	0.0301572	0.0911497	0.105451	0.0240109	0.0452914	0.026894
FBgn0031628		6.26668	5.02041	5.37026	5.37484	4.19459	5.23773	5.25769
FBgn0031629		0.339182	0.276424	0.556993	0.144986	0.330129	0.207573	0.0616284
FBgn0028970		18.2831	17.5368	19.7397	19.6651	13.3849	13.8953	12.4035
FBgn0035510		0.269797	0.732926	0.184605	0.128142	0.364718	0	0.326809
FBgn0035511		1.04056	0.848034	0.640793	0	0	0.159202	0.378136
FBgn0035512		0.530522	0.432362	0.653403	0	0	0	0.0963943
FBgn0000173		274.132	259.354	257.553	311.093	247.43	247.665	255.238
FBgn0035513		0.384797	0.294	0.493673	0.0685356	0	0	0
FBgn0032490		0	0	0	0	0	0	0
FBgn0028974		55.3045	55.0512	55.5205	37.5331	51.4779	52.0717	52.8892
FBgn0032491		0	0	0	0	0	0	0
FBgn0035515		31.9842	30.7786	30.7954	35.0334	34.1811	35.1068	35.8246
FBgn0032492		0	0	0	0	0	0	0
FBgn0262937		30.5789	28.2352	30.0713	29.5351	18.1647	20.0688	21.2637
FBgn0040812		0	0	0.596492	0	0	0	0
FBgn0032493		0	0	0	0	0	0	0
FBgn0040813		77.0058	70.4544	80.2282	73.9076	55.1524	59.3522	59.6628
FBgn0035517		29.0282	36.0121	34.2226	37.4602	36.3519	38.8852	37.4948
FBgn0032494		0.749509	0.933214	0.940209	0.889959	1.48603	1.51364	2.11842
FBgn0028978		38.4771	36.1769	42.223	39.3422	30.0061	31.9342	32.6602
FBgn0040814		0	0	0	0	0	0	0.21265
FBgn0035518		29.6213	28.6968	29.2274	26.9361	24.2347	23.9258	24.6949
FBgn0032495		0.479404	0.759699	0.382697	0.721036	0.648069	0.65197	0.58071
FBgn0000179		0.800251	0.517	0.733672	0.150088	0.171508	0.318665	0.207312
FBgn0028979		0.5846	0.760064	0.654467	0.193289	0.334027	0.269808	0.394368
FBgn0035519		55.8224	54.2966	56.5924	60.6553	51.6291	52.0535	50.8606
FBgn0040816		0	0	0	0	0	0	0
FBgn0040817		0.105492	0.107467	0.216545	0.375781	0.256692	0	0.191677
FBgn0265041		0.241003	0.245514	0.247354	0	0.195476	0	0.218948
FBgn0032499		23.6072	24.6784	23.1426	25.1356	27.8745	27.5082	29.2714
FBgn0265042		35.9581	35.4046	32.3876	39.5476	31.4708	30.7179	29.1284
FBgn0039402		50.3573	56.5651	54.1217	63.0446	65.7138	65.5572	68.6552
FBgn0039403		62.104	54.9351	59.2814	63.4541	51.3049	51.7115	53.054
FBgn0036380		0	0	0	0	0	0	0
FBgn0265045		3.92068	3.64892	3.79599	2.75287	3.06763	2.51225	2.39915
FBgn0039404		71.3124	57.1383	68.7509	72.0408	70.709	73.7989	68.1349
FBgn0036381		4.82615	4.44825	4.61638	3.78916	3.62154	4.69649	3.78796
FBgn0030300		2.74252	2.01401	3.22461	2.04991	2.57039	2.75731	2.07658
FBgn0265046		0	0	0	0	0	0	0
FBgn0039405		35.0586	30.9772	30.6586	31.6459	25.6309	25.2683	24.8086
FBgn0036382		10.3026	10.2622	9.1767	11.2569	6.3137	6.30499	4.78388
FBgn0030301		97.8286	94.4082	101.528	68.39	50.026	56.3255	51.4797
FBgn0004066		282.594	297.893	284.269	330.473	339.679	338.725	343.605
FBgn0265047		0.604023	0.232996	0.616921	0.168961	0.375547	0.268324	0.106626
FBgn0039406		822.412	716.716	699.145	699.6	599.684	619.116	577.798
FBgn0265048		1.57811	1.0663	0.991655	1.57173	0.796733	0.800708	0.599811
FBgn0039407		24.3447	25.6585	26.9748	28.0264	11.0686	11.5992	12.1681
FBgn0039408		0.159207	0.181563	0.163402	0.453696	0	0	0.144637
FBgn0030304		1.96839	2.32866	1.82476	1.42497	1.4678	1.24304	2.07668
FBgn0036386		28.2054	27.2701	28.8683	33.4163	21.4368	25.5721	22.5873
FBgn0030305		88.6974	82.7321	86.279	93.2416	100.179	92.4835	96.3943
FBgn0030306		144.64	140.869	126.02	141.739	126.246	117.99	128.008
FBgn0030307		0.0303117	0.154396	0.0622212	0.0215951	0.0245857	0.0927512	0.0413067
FBgn0036389		91.6659	80.7304	95.0125	103.138	80.2501	80.7798	81.481
FBgn0030309		24.0672	27.8196	25.8742	31.6434	15.6279	16.0944	13.7078
FBgn0267690		0.0774011	0.039425	0.0794409	0.137858	0.125559	0.17763	0.0351589
FBgn0261610		11.987	11.5194	12.1378	10.9453	8.78081	8.93761	8.40684
FBgn0261611		0.0745236	0.126248	0	0.140177	0.181337	0.152449	0.0677037
FBgn0261612		0.32625	0.491834	0.235279	0.192552	0.219008	0.206556	0.297872
FBgn0261613		0	0.0310787	0.0313116	0	0.0247445	0.0350065	0.0415737
FBgn0000633		0.151966	0.210012	0.22481	0.045897	0.052253	0.128133	0.0819383
FBgn0261614		0	0	0	0	0	0	0
FBgn0031170		31.3063	31.521	30.9485	21.7949	22.1318	25.3733	25.9289
FBgn0027654		0.595341	0.953048	1.20325	1.46495	0.923206	1.66178	0.841544
FBgn0261615		0.730217	0.247962	0.749461	1.38728	0.197425	0.744799	0.663392
FBgn0058191		86.2582	99.8229	84.318	132.856	111.282	131.607	122.208
FBgn0052110		0.809106	0.443828	0.76655	0.0886821	0.504816	0.904616	0.621975
FBgn0031171		3.1126	3.44755	3.19375	2.67658	2.6866	2.43513	2.73564
FBgn0000635		18.4614	16.1145	17.2305	13.5571	12.0468	14.1733	13.4677
FBgn0027655		12.3938	12.3212	12.8319	8.44896	6.87548	7.22717	7.40531
FBgn0261616		0.760561	0.774797	1.56121	0.541848	0	0.581811	0.690959
FBgn0000636		21.5492	23.0351	23.7814	24.3432	18.6708	19.5481	18.7366
FBgn0267698		58.4033	61.2013	62.9017	64.3823	49.0236	49.7454	49.9019
FBgn0261617		128.309	123.348	133.957	68.8098	34.7919	39.9843	36.7073
FBgn0052112		25.2026	24.999	25.2667	20.9704	20.3694	23.9179	19.14
FBgn0027657		88.7456	92.0617	88.8331	107.931	94.7412	102.221	93.2619
FBgn0261618		170.828	170.72	183.851	103.932	79.2536	91.7834	85.2807
FBgn0052113		11.049	12.5319	11.5153	8.02328	8.68827	9.56092	9.42388
FBgn0031174		35.991	32.996	34.5337	33.3381	22.522	24.0765	23.4437
FBgn0063491		26.399	25.6246	25.8167	27.4129	34.3401	32.0066	31.9021
FBgn0032955		142.359	147.695	149.618	163.627	153.108	167.301	160.762
FBgn0000639		0	0.0698959	0.0704202	0.0162941	0.0371008	0.0524866	0.0415556
FBgn0063492		34.5118	29.5433	30.4381	41.0412	37.7844	38.7479	39.4602
FBgn0052115		0.322894	0.383761	0.331404	0.460081	0.305547	0.37051	0.293345
FBgn0032956		87.7994	96.7859	91.0397	114.862	106.436	113.595	110.069
FBgn0031176		0	0.771009	0	0.539199	0.306935	0.578967	0
FBgn0063493		19.9579	15.8427	18.3557	26.0368	21.3384	27.3622	23.6651
FBgn0032957		9.69111	10.0343	10.9081	7.54126	7.20932	8.43409	8.53514
FBgn0063494		212.229	211.192	200.909	244.739	233.145	248.659	236.753
FBgn0058198		0	0.0545422	0.109902	0.0381437	0.130278	0.163828	0.0486404
FBgn0052117		0.124736	0.254142	0	0	0	0	0
FBgn0031178		0	0	0	0	0	0	0
FBgn0063495		0.959884	0.419079	0.28148	1.4654	0.667333	1.04898	0.872041
FBgn0063496		0	0.116723	0.117598	0	0	0.0876499	0
FBgn0052119		1.062	0.470384	0.94782	0.032896	0.337064	0.317899	0.251691
FBgn0262480		0.525169	0.247141	0.269504	0	0	0	0.238554
FBgn0063497		5.14541	4.97292	6.22889	6.95555	7.91877	9.28521	9.22921
FBgn0262481		0.574053	0	1.17836	0.408974	0.93122	0	0
FBgn0063498		0.212209	0.432362	0.326702	0.831514	0.344242	0.243502	0.481972
FBgn0035060		64.2088	58.0192	60.967	52.317	33.6793	32.7678	32.9152
FBgn0262482		0.77575	0.79027	0	0	0.629205	0.296715	1.05714
FBgn0063499		18.5953	19.1598	16.2497	17.4114	23.701	22.6786	24.0371
FBgn0262483		0.0134162	0.024026	0.0413092	0.0359875	0	0.0102631	0.0247697
FBgn0036842		70.5141	74.4614	69.0855	65.1986	71.6529	71.4814	72.5322
FBgn0262484		5.37346	8.13286	6.46051	11.2659	9.58842	11.1573	10.1819
FBgn0036843		34.2333	39.5987	34.8531	44.8017	35.8636	37.6429	36.9564
FBgn0035063		68.4161	51.0988	56.7123	50.5466	52.2993	50.554	51.5657
FBgn0262485		0	0	0	0	0	0	0
FBgn0040360		0.12068	0.184408	0.06193	0.042988	0	0.184634	0
FBgn0036844		49.3315	57.1776	55.3033	62.4122	47.1882	51.1013	51.8791
FBgn0035064		29.191	27.9748	27.6716	25.0405	26.9835	27.4741	28.1846
FBgn0262486		0	0	0	0	0	0	0
FBgn0040361		0.160973	0.121239	0.110144	0	0.0482645	0	0.05406
FBgn0035065		21.9745	27.0811	23.557	24.5776	20.6554	21.7247	22.0783
FBgn0262487		0.0915071	0.0932199	0.187837	0	0	0.210002	0.0831329
FBgn0040362		0.125592	0.251265	0.126574	0.0894762	0	0.0960754	0.056019
FBgn0036846		43.1128	39.8051	38.1721	44.2294	19.1335	21.6319	19.5303
FBgn0283427		81.1877	73.2561	75.8125	39.013	40.1106	43.2736	41.1131
FBgn0040363		0	0.266393	0.153366	0.0266143	0.0605999	0.0285772	0.135753
FBgn0036847		54.1169	51.6264	51.3474	63.6106	52.9463	52.815	51.5815
FBgn0040364		11.4302	14.8539	12.4835	13.8332	13.9659	11.7707	11.9153
FBgn0036848		50.1677	54.2829	47.0536	52.703	52.7025	50.7901	53.6878
FBgn0035068		0	0	0	0	0	0	0
FBgn0040365		0	0	1.30095	0	0.41124	0.193929	0
FBgn0036849		1.72141	2.12282	2.32471	1.80731	0.514398	1.10892	1.48157
FBgn0035069		0	0	0	0	0	0	0
FBgn0040366		31.1643	32.0373	30.7016	37.1121	36.9471	34.9769	37.0954
FBgn0040367		4.45566	4.44249	3.89198	4.42383	2.69125	3.08213	3.48809
FBgn0005390		124.432	123.326	129.202	85.5539	123.271	131.667	131.522
FBgn0040368		0	0.0518484	0.104474	0	0.123844	0.0389341	0.0462381
FBgn0005391		1852.19	1521.13	1647.18	1431.59	1168.97	1172.8	1162.87
FBgn0031630		1.54463	2.33756	1.83224	1.64408	1.27214	1.33671	1.9729
FBgn0031631		8.76694	8.22801	8.85891	9.32481	10.7639	10.9707	11.9909
FBgn0266377		6.738	6.40402	5.96816	5.04057	2.45583	2.22891	2.54605
FBgn0031632		0.333324	0.319589	0.503101	0.37716	0.302164	0.269985	0.463137
FBgn0031633		70.2257	68.0578	61.2459	64.5904	77.8146	69.3541	73.3183
FBgn0013717		39.5005	41.0545	43.9884	46.8265	37.8237	37.1656	37.2223
FBgn0031634		0.871448	0.871051	1.06981	0.875884	0.628657	0.531577	0.695522
FBgn0013718		84.833	95.5526	97.6072	114.32	87.6611	93.512	94.4733
FBgn0031635		47.5965	46.993	46.1121	40.8257	39.0522	42.4517	41.5385
FBgn0031636		3.37979	2.79069	3.51056	3.09222	3.08474	3.17384	3.26442
FBgn0031637		55.9533	56.7979	56.5581	57.0962	46.4128	46.2548	44.923
FBgn0031638		30.3718	27.6141	28.5377	31.8132	25.0063	25.2053	24.2907
FBgn0031639		67.1836	61.9965	67.6882	65.6315	61.7415	57.5806	61.7863
FBgn0000180		0.761344	1.35724	1.46504	1.20342	0.96484	0.910024	1.21187
FBgn0028980		45.5885	45.4623	43.539	61.4518	40.4173	38.2058	36.9974
FBgn0035520		47.464	48.086	49.52	57.1966	42.1035	43.5106	41.4573
FBgn0003204		177.311	171.07	168.032	164.227	148.798	158.207	155.224
FBgn0001961		69.9926	66.0134	67.2768	66.5104	30.8958	33.3401	34.1067
FBgn0000181		1555.05	1418.76	1485	1502.69	1164.14	1121.99	1118.65
FBgn0035521		0	0	0	0.102295	0	0.206786	0
FBgn0003205		96.5796	104.664	101.304	142.477	105.651	112.796	115.123
FBgn0000182		361.309	334.277	352.598	356.326	248.404	257.303	250.027
FBgn0028982		122.023	112.916	114.07	75.7346	72.4318	79.8231	77.7432
FBgn0035522		0.0550594	0.0747867	0.188368	0.0392261	0.0446583	0.0701986	0.0833679
FBgn0003206		51.5926	54.7636	52.8994	67.7109	44.4383	46.7219	43.734
FBgn0000183		112.055	110.232	110.282	129.91	90.3841	98.9579	94.1931
FBgn0028983		9.54136	7.27298	9.45041	7.32047	8.8213	8.93225	7.15278
FBgn0035523		31.8425	34.1143	36.6182	42.1448	30.4985	34.4191	32.3294
FBgn0028984		95.5698	94.6297	90.8547	98.869	85.2854	83.5731	80.3414
FBgn0035524		120.038	114.99	108.799	118.669	125.44	130.431	129.577
FBgn0001965		36.5119	35.4946	37.3359	28.9377	18.2798	20.5979	19.961
FBgn0003209		29.9581	30.6705	33.2691	31.9227	18.4496	21.8644	18.3389
FBgn0028986		0	0	0	0	0	0	0
FBgn0035526		48.3173	47.7838	46.3217	54.4577	30.9409	34.3868	31.9928
FBgn0001967		0.112292	0.343183	0.461007	0.240002	0.455398	0.429506	0.510081
FBgn0028987		0.0722579	0	0	0	0.0586079	0	0
FBgn0262948		1.35364	2.75795	3.24173	0	0.731951	0.690334	0.819841
FBgn0087002		13.9419	17.6703	16.399	9.43873	15.9379	18.5847	16.9123
FBgn0040823		24.1372	24.4155	28.1257	28.8966	15.3033	16.3433	14.8879
FBgn0028988		2.28054	1.72368	1.96312	2.09643	1.96906	2.64498	2.47284
FBgn0035528		70.5438	78.3252	76.8567	108.363	115.879	113.461	123.728
FBgn0035529		87.3486	96.4084	94.5242	104.635	112.676	100.018	104.436
FBgn0087005		0.288978	1.07942	0.0988645	0.206313	0.468776	0.518525	0.350043
FBgn0040827		18.6851	18.033	18.6729	21.5441	28.9148	27.4588	33.7269
FBgn0087007		15.4624	14.6278	16.0887	13.8902	7.7003	8.59459	8.98765
FBgn0040828		0	0	0.454328	0.473051	0.17952	0.50794	0.201076
FBgn0265052		1.54365	1.68889	1.31446	1.20744	0.922555	1.29163	0.885713
FBgn0087008		180.726	167.312	178.833	108.748	83.0091	89.1655	89.6298
FBgn0039411		0.0195198	0	0	0	0.0316822	0	0
FBgn0039413		0.434836	0.0738292	0.371913	0.103264	0.117564	0.22176	0.395043
FBgn0036390		1.37603	1.40179	0.941531	0.980331	0.37203	0	0.833404
FBgn0036391		0.0613885	0.138748	0.12529	0.0890389	0.0499874	0.0265226	0
FBgn0030310		0.278427	0.273503	0.428647	0.396721	0.45166	0.425981	1.26474
FBgn0039415		0.186594	0.190087	0.153209	0.265871	0.242152	0.342576	0.169518
FBgn0030311		96.5411	83.9351	88.3227	77.3171	121.37	109.377	121.73
FBgn0036393		0	0	0	0	0	0	0
FBgn0039417		59.3735	57.5716	56.256	64.4196	70.9659	75.5773	72.188
FBgn0036394		0	0	0	0	0	0	0
FBgn0030313		0	0	0	0	0	0	0
FBgn0036395		43.3198	53.2538	48.3409	59.4672	60.564	65.4331	63.2394
FBgn0030314		44.0168	37.8802	41.8181	37.6616	42.8479	42.7226	47.1762
FBgn0039419		7.74427	9.37705	8.8344	8.44542	6.32161	7.12039	6.59613
FBgn0036396		28.307	32.6334	29.553	37.0195	34.7222	35.5815	33.117
FBgn0036397		37.6796	37.5844	35.5161	42.4476	40.5402	42.9485	40.4946
FBgn0030316		18.6268	18.4491	18.6681	18.0577	21.4262	18.0206	20.0005
FBgn0036398		82.7745	84.7666	90.5631	41.8392	18.0814	20.8335	18.416
FBgn0030317		0.821432	1.21718	1.2263	0.505413	0.393698	0.914003	0.915865
FBgn0030318		41.3798	45.9281	45.3016	41.0197	28.9919	32.6193	31.2559
FBgn0030319		1.79213	0.91284	0.919682	0.364793	1.1421	0.293773	0.348885
FBgn0027660		79.1618	78.2836	80.6537	85.0259	63.396	66.7562	64.9694
FBgn0000640		0.109111	0	0	0	0.0884989	0.0834672	0
FBgn0034200		2.00368	2.60819	3.14185	1.90332	2.57319	2.46947	2.62935
FBgn0034201		0	0	0.313003	0	0	0	0
FBgn0034202		0	0	0	0	0	0.0353668	0
FBgn0013263		111.535	105.692	113.129	92.9606	80.6363	87.1897	83.5606
FBgn0261624		0	0	0	0	0.0968783	0	0.108511
FBgn0000644		74.6468	74.6756	82.0302	92.6905	106.305	99.8203	100.067
FBgn0261625		25.3815	21.1312	19.7248	19.3854	21.4331	19.9962	22.398
FBgn0053900		364.664	437.17	418.771	5.46326	581.079	525.092	286.414
FBgn0034204		0.0945827	0	0.0970753	0	0	0	0
FBgn0032961		239.138	240.589	223.269	275.86	238.215	251.174	252.748
FBgn0031181		0.147159	0.0999426	0.0503459	0.139788	0	0.112574	0.0891282
FBgn0053901		226.865	303.319	350.472	15.045	530.88	306.292	500.699
FBgn0052121		0.0279306	0.0284534	0.0286666	0.0198987	0	0.0213662	0.0253745
FBgn0034205		0	0	0	0	0	0	0
FBgn0031182		20.5937	20.5088	19.3829	18.5204	20.1864	19.7804	18.7091
FBgn0261627		0	0	0	0	0	0	0
FBgn0053902		256.508	381.431	345.764	5.46326	481.591	338.049	179.46
FBgn0034206		0	0	0	0	0	0	0
FBgn0031183		61.0095	64.111	62.8393	53.3038	29.3289	30.1632	25.8044
FBgn0261628		0.18699	0	0.575753	0.466262	0.303332	0.715215	0
FBgn0053903		226.865	303.319	350.472	15.045	530.88	306.292	500.699
FBgn0032964		0.241264	0.0409633	0.123811	0	0	0.0922807	0.0365309
FBgn0031184		13.8036	18.0494	16.5838	13.9981	16.1876	15.1665	18.0128
FBgn0053904		328.04	367.552	397.825	24.0891	500.453	394.474	228.313
FBgn0032965		0.0513962	0	0.0527507	0.0366164	0	0	0
FBgn0013269		565.245	535.049	598.53	720.56	734.4	731.824	735.697
FBgn0053905		226.865	303.319	350.472	15.045	530.88	306.292	500.699
FBgn0032966		0	0	0	0	0	0	0
FBgn0053906		364.664	437.17	418.771	5.46326	581.079	525.092	286.414
FBgn0032967		0	0.0814344	0	0	0.0648372	0.0305754	0
FBgn0031187		34.8484	40.0845	39.9078	41.2546	24.9217	26.7717	24.6674
FBgn0053907		15465.5	14378.1	13636.4	458.195	16374.9	17601.8	15672
FBgn0032968		0	0	0.0789994	0	0	0	0
FBgn0031188		78.3844	78.1316	80.6052	86.2313	64.5067	65.3691	64.3008
FBgn0053908		364.664	437.17	418.771	5.46326	581.079	525.092	286.414
FBgn0032969		0	0	0	0	0	0	0
FBgn0031189		46.1308	46.4474	45.6204	51.0399	60.8654	52.9958	55.3664
FBgn0265512		64.7083	57.5487	61.8203	67.8175	37.8161	47.0309	42.5235
FBgn0053909		226.865	303.319	350.472	15.045	530.88	306.292	500.699
FBgn0036850		52.2633	51.3834	52.0127	70.2871	37.952	41.2543	38.0421
FBgn0035070		0	0	0	0	0	0	0
FBgn0036851		0	0.0678038	0.068312	0.047418	0.0269924	0.0764503	0.0604669
FBgn0283432		0	0	0	0	0	0	0
FBgn0283433		0	0	0	0	0	0	0
FBgn0036853		80.3849	72.9437	76.9569	78.4439	84.5951	75.7546	76.4652
FBgn0035073		27.438	28.0972	26.4736	30.4551	27.755	28.2614	27.9693
FBgn0283434		0.459667	0.363682	0.277532	0.124906	0	0	0
FBgn0040370		4.87181	5.13614	4.25095	6.50779	5.78941	5.56283	4.69281
FBgn0040371		0.171235	0.261661	0.175748	0.121994	0.208332	0.392973	0.388912
FBgn0040372		153.376	152.195	152.266	124.278	82.8668	99.567	94.119
FBgn0036856		32.7267	32.4944	31.4805	35.5829	40.3163	37.8893	39.6759
FBgn0035076		0.840301	0.661477	0.666435	0.489811	0.805482	0.43828	0.936902
FBgn0283437		2.60138	2.75468	3.28548	2.09716	3.94229	2.85407	2.98524
FBgn0040373		29.8333	31.777	29.5215	39.558	36.8995	41.4216	38.892
FBgn0036857		3.8379	3.93965	4.63559	2.91112	5.45646	4.33816	4.86149
FBgn0035077		0	0	0	0.0608201	0	0.0679014	0.324031
FBgn0283438		63.5527	66.9381	63.6757	72.2078	69.2951	72.0012	74.497
FBgn0036858		0.109111	0.333459	0	0	0	0	0.0991256
FBgn0035078		0.854554	0.667422	0.70166	0.545386	0.346562	0.432101	0.395885
FBgn0283439		0.636259	0.949895	0.42656	0.585232	0.567416	1.0169	0.631021
FBgn0040375		40.7637	41.4132	44.7396	36.8834	45.2361	47.7028	41.2788
FBgn0036859		0.292923	0.162767	0.300643	0.151773	0.259187	0.285192	0.169347
FBgn0040376		0.648662	0.377602	0.511839	0.213173	0.323592	0.915586	0.725709
FBgn0040377		1.01607	1.599	1.0459	1.06113	1.3345	1.25721	0.711993
FBgn0013720		44.159	49.7786	51.8427	58.2962	32.6818	34.8604	33.2179
FBgn0031640		33.5902	28.8113	29.5631	39.12	38.4321	39.409	40.9123
FBgn0013725		0	0.0454883	0	0	0	0	0.0405661
FBgn0013726		168.82	167.596	178.608	189.073	129.012	137.072	132.878
FBgn0031643		36.9277	38.1971	34.6605	40.7643	39.389	38.1536	40.0582
FBgn0031644		0	0.291848	0	0.102051	0	0	0.065067
FBgn0031645		37.5662	34.373	34.0498	32.3808	31.0068	32.6236	32.0073
FBgn0031646		1.17345	1.28737	1.11173	1.47908	1.31784	1.51912	1.55809
FBgn0003210		53.9843	54.3028	52.4539	56.4426	50.5629	52.6428	52.3851
FBgn0031649		0.0544478	0.0277335	0	0.0775808	0	0.0624769	0
FBgn0001970		38.4206	33.7006	35.4477	29.9524	39.3698	35.2748	39.4161
FBgn0028990		50.5749	44.986	44.0063	48.7145	44.9236	41.8377	46.2379
FBgn0028991		7.97662	9.98197	11.3526	5.58816	2.8882	4.36927	3.2223
FBgn0262952		214.385	470.452	417.948	1037.79	848.828	949.648	886.647
FBgn0028992		75.1597	72.3667	64.4464	83.505	65.1799	70.7412	67.4749
FBgn0035532		73.1226	76.7557	80.7924	102.388	66.583	69.892	66.8487
FBgn0028993		0.849735	1.2119	1.39541	1.49327	0.78111	1.12672	1.36962
FBgn0262954		206.836	299.053	257.505	337.665	224.562	253.301	213.608
FBgn0035533		52.8692	50.4461	53.1341	57.1654	13.5192	17.1515	14.1172
FBgn0001974		39.1353	43.5742	46.8212	53.7686	46.8379	50.0982	49.411
FBgn0262955		106.825	103.32	102.288	99.0876	56.1475	62.9135	58.5754
FBgn0035534		65.1683	58.3681	56.3366	63.4101	48.9554	44.6663	45.0988
FBgn0003218		56.2292	53.5713	54.7807	44.2832	47.204	47.0953	48.3014
FBgn0028996		0.187619	0.305809	0.218359	0.0623774	0.253628	0.27748	0.238629
FBgn0087011		1.77535	2.35336	2.02871	1.65913	2.00292	1.98051	2.95298
FBgn0040832		17.9604	20.5837	22.4661	12.3957	21.6237	14.1686	20.6509
FBgn0001977		37.3697	32.4726	35.3965	35.7319	38.7548	36.3438	39.4645
FBgn0028997		32.6051	31.7141	33.0862	40.4647	41.3366	42.1809	43.9017
FBgn0087012		0.0876091	0.369164	0.224795	0.167608	0.265152	0.248259	0.246533
FBgn0053453		0	0	0	0	0	0	0
FBgn0035537		20.4789	24.1769	20.8222	35.2475	25.7693	31.6979	28.342
FBgn0001978		110.049	104.123	107.438	104.708	81.8334	90.812	90.4068
FBgn0087013		347.016	328.041	330.612	292.295	288.252	295.765	301.851
FBgn0053454		0	0	0	0	0	0	0
FBgn0035538		0.23023	0.237051	0.248002	0.11716	0.0290366	0.1258	0.130093
FBgn0028999		0.0243273	0	0	0	0	0.0186098	0
FBgn0035539		8.02573	7.71368	6.49858	6.81839	7.59664	8.08027	6.56474
FBgn0040837		0.286047	0.831728	0.653486	0.917051	0.413142	0.584478	0.617117
FBgn0053458		0	0	0	0.0749401	0	0	0
FBgn0039420		0	0.0202842	0	0	0	0	0.0180893
FBgn0053459		0	0	0	0	0	0	0
FBgn0039421		0	0.454685	0.152698	0	0.120672	0.0569055	0
